,subject,feature_shuffle,trialnum,correlation
530,sub05,ling_phone_target,132,-0.003532252887130918
531,sub05,ling_phone_dis,132,-0.030123229681415797
532,sub05,ling_word_target,133,-0.12022720833004746
533,sub05,ling_word_dis,133,0.050737924748380576
534,sub05,ling_phone_target,133,-0.0005895669033396584
535,sub05,ling_phone_dis,133,0.007605780990902425
536,sub05,ling_word_target,134,-0.008210869544924889
537,sub05,ling_word_dis,134,-0.09595969375239846
538,sub05,ling_phone_target,134,-0.07465319789122665
539,sub05,ling_phone_dis,134,0.01523795347548237
540,sub05,ling_word_target,135,0.021964668278978205
541,sub05,ling_word_dis,135,0.07407265916532758
542,sub05,ling_phone_target,135,0.0055195929959080525
